iter	Passed	Remaining
391	54557	84620
392	54673	84444
393	54810	84302
394	54956	84174
395	55090	84026
396	55223	83878
397	55339	83703
398	55483	83573
399	55615	83423
400	55738	83260
401	55919	83183
402	56051	83033
403	56179	82878
404	56322	82746
405	56466	82613
406	56606	82475
407	56740	82330
408	56889	82204
409	57045	82090
410	57187	81955
411	57321	81808
412	57447	81649
413	57570	81488
414	57717	81360
415	57875	81247
416	58018	81115
417	58165	80985
418	58285	80821
419	58412	80664
420	58572	80554
421	58711	80415
422	58846	80271
423	59014	80171
424	59140	80013
425	59285	79883
426	59406	79718
427	59544	79578
428	59684	79440
429	59818	79294
430	59996	79206
431	60122	79049
432	60260	78909
433	60368	78729
434	60488	78565
435	60616	78411
436	60728	78238
437	60906	78149
438	61036	77998
439	61148	77825
440	61290	77690
441	61432	77554
442	61580	77427
443	61722	77292
444	61877	77173
445	62027	77047
446	62157	76896
447	62279	76737
448	62404	76581
449	62573	76478
450	62754	76390
451	62920	76284
452	63056	76141
453	63175	75977
454	63301	75822
455	63455	75700
456	63604	75573
457	63744	75435
458	63880	75292
459	64014	75146
460	64149	75002
461	64281	74855
462	64410	74705
463	64549	74566
464	64710	74452
465	64857	74322
466	64982	74166
467	65128	74035
468	65245	73870
469	65364	73708
470	65515	73583
471	65661	73451
472	65776	73285
473	65917	73149
474	66062	73016
475	66203	72879
476	66367	72768
477	66511	72634
478	66636	72479
479	66770	72334
480	66924	72212
481	67055	72063
482	67208	71939
483	67343	71796
484	67491	71665
485	67622	71518
486	67741	71357
487	67863	71201
488	68007	71066
489	68120	70900
490	68246	70748
491	68363	70586
492	68486	70431
493	68663	70331
494	68833	70224
495	68980	70092
496	69098	69932
497	69213	69769
498	69344	69622
499	69462	69462
500	69588	69310
501	69723	69168
502	69849	69016
503	69988	68877
504	70160	68770
505	70291	68624
506	70444	68499
507	70577	68354
508	70717	68216
509	70874	68095
510	71002	67945
511	71125	67791
512	71237	67626
513	71389	67500
514	71539	67372
515	71693	67247
516	71819	67096
517	71952	66952
518	72085	66807
519	72211	66657
520	72362	66528
521	72487	66377
522	72638	66249
523	72768	66103
524	72920	65976
525	73051	65829
526	73169	65672
527	73297	65523
528	73428	65377
529	73574	65244
530	73704	65099
531	73858	64973
532	74024	64858
533	74147	64705
534	74275	64557
535	74415	64418
536	74558	64283
537	74686	64136
538	74883	64047
539	75086	63962
540	75282	63871
541	75489	63789
542	75626	63648
543	75771	63514
544	75910	63375
545	76020	63210
546	76166	63077
547	76288	62923
548	76418	62777
549	76571	62649
550	76687	62491
551	76817	62344
552	76931	62185
553	77034	62016
554	77136	61847
555	77258	61695
556	77383	61545
557	77493	61383
558	77612	61229
559	77759	61096
560	77882	60945
561	77999	60789
562	78119	60636
563	78236	60480
564	78383	60348
565	78519	60207
566	78648	60061
567	78780	59917
568	78947	59800
569	79084	59660
570	79212	59513
571	79328	59357
572	79463	59216
573	79609	59083
574	79744	58941
575	79941	58845
576	80094	58717
577	80226	58573
578	80361	58431
579	80512	58302
580	80655	58166
581	80776	58015
582	80892	57859
583	81050	57734
584	81181	57590
585	81326	57455
586	81474	57323
587	81608	57181
588	81772	57060
589	81891	56907
590	82062	56791
591	82226	56669
592	82413	56564
593	82583	56445
594	82741	56319
595	82895	56190
596	83036	56052
597	83217	55942
598	83355	55802
599	83488	55658
600	83623	55517
601	83756	55373
602	83884	55227
603	84056	55109
604	84214	54982
605	84348	54840
606	84452	54678
607	84560	54519
608	84668	54360
609	84797	54214
610	84970	54097
611	85197	54014
612	85355	53886
613	85478	53737
614	85608	53592
615	85770	53467
616	85902	53323
617	86047	53187
618	86161	53033
619	86310	52900
620	86473	52775
621	86625	52643
622	86761	52502
623	86903	52364
624	87029	52217
625	87159	52072
626	87311	51941
627	87427	51788
628	87563	51646
629	87729	51523
630	87906	51406
631	88062	51277
632	88232	51155
633	88376	51018
634	88524	50883
635	88693	50761
636	88829	50620
637	89035	50518
638	89235	50412
639	89362	50266
640	89513	50132
641	89688	50013
642	89833	49876
643	89993	49747
644	90139	49611
645	90315	49491
646	90436	49341
647	90574	49200
648	90714	49061
649	90838	48913
650	90985	48777
651	91137	48643
652	91267	48498
653	91421	48366
654	91557	48225
655	91710	48091
656	91843	47948
657	91988	47811
658	92130	47672
659	92287	47542
660	92446	47411
661	92574	47266
662	92746	47142
663	92906	47013
664	93039	46869
665	93180	46730
666	93312	46586
667	93468	46454
668	93582	46301
669	93748	46174
670	93924	46052
671	94101	45930
672	94244	45792
673	94372	45646
674	94510	45505
675	94648	45363
676	94782	45220
677	94980	45108
678	95116	44966
679	95285	44840
680	95443	44708
681	95593	44572
682	95736	44434
683	95895	44302
684	96055	44171
685	96192	44029
686	96341	43893
687	96480	43752
688	96629	43616
689	96783	43482
690	96935	43347
691	97041	43192
692	97198	43058
693	97334	42916
694	97465	42772
695	97564	42614
696	97689	42467
697	97807	42317
698	97939	42174
699	98065	42028
700	98211	41890
701	98332	41742
702	98467	41600
703	98600	41456
704	98744	41318
705	98891	41181
706	99012	41033
707	99162	40897
708	99313	40762
709	99433	40613
710	99573	40473
711	99724	40337
712	99855	40194
713	99973	40045
714	100164	39925
715	100299	39783
716	100456	39650
717	100583	39505
718	100723	39364
719	100864	39224
720	101004	39084
721	101139	38942
722	101281	38803
723	101435	38668
724	101606	38540
725	101729	38393
726	101839	38242
727	101965	38096
728	102083	37948
729	102205	37801
730	102328	37655
731	102497	37526
732	102615	37378
733	102745	37234
734	102905	37102
735	103056	36965
736	103192	36824
737	103334	36685
738	103470	36543
739	103599	36399
740	103752	36264
741	103860	36113
742	103986	35968
743	104148	35836
744	104278	35692
745	104411	35550
746	104545	35408
747	104694	35271
748	104836	35132
749	105009	35003
750	105177	34872
751	105342	34740
752	105527	34615
753	105680	34479
754	105804	34333
755	105939	34192
756	106062	34046
757	106196	33904
758	106343	33766
759	106490	33628
760	106606	33480
761	106739	33338
762	106877	33197
763	107018	33057
764	107126	32908
765	107226	32755
766	107370	32617
767	107491	32471
768	107627	32330
769	107755	32186
770	107884	32043
771	107992	31894
772	108127	31752
773	108265	31612
774	108390	31468
775	108510	31322
776	108635	31178
777	108786	31041
778	108956	30910
779	109072	30764
780	109198	30620
781	109366	30488
782	109508	30348
783	109626	30203
784	109749	30058
785	109888	29918
786	109999	29771
787	110114	29624
788	110236	29480
789	110363	29337
790	110506	29198
791	110633	29055
792	110769	28914
793	110889	28769
794	111052	28636
795	111176	28492
796	111308	28350
797	111425	28205
798	111551	28062
799	111671	27917
800	111789	27772
801	111918	27630
802	112040	27486
803	112163	27343
804	112283	27199
805	112427	27060
806	112550	26917
807	112670	26773
808	112787	26628
809	112913	26485
810	113058	26347
811	113189	26206
812	113295	26059
813	113427	25918
814	113582	25782
815	113711	25640
816	113819	25494
817	113925	25347
818	114048	25204
819	114182	25064
820	114324	24925
821	114437	24780
822	114563	24638
823	114672	24493
824	114799	24351
825	114914	24207
826	115036	24064
827	115198	23930
828	115315	23786
829	115455	23647
830	115600	23509
831	115734	23369
832	115888	23233
833	115995	23087
834	116121	22946
835	116340	22822
836	116511	22689
837	116676	22555
838	116852	22423
839	117007	22287
840	117187	22155
841	117393	22028
842	117568	21895
843	117701	21755
844	117868	21620
845	118049	21488
846	118216	21354
847	118375	21218
848	118505	21076
849	118726	20951
850	118885	20815
851	119033	20677
852	119172	20537
853	119359	20405
854	119517	20269
855	119677	20132
856	119831	19995
857	119960	19853
858	120104	19714
859	120282	19580
860	120419	19440
861	120538	19297
862	120646	19152
863	120801	19014
864	120948	18876
865	121127	18742
866	121284	18605
867	121429	18466
868	121582	18328
869	121770	18195
870	121903	18054
871	122066	17918
872	122191	17775
873	122345	17637
874	122490	17498
875	122639	17359
876	122775	17219
877	122909	17078
878	123020	16934
879	123136	16791
880	123291	16653
881	123503	16523
882	123669	16386
883	123820	16247
884	123951	16106
885	124067	15963
886	124172	15819
887	124319	15679
888	124454	15539
889	124578	15397
890	124692	15254
891	124806	15111
892	124935	14969
893	125085	14831
894	125215	14690
895	125379	14553
896	125526	14413
897	125655	14272
898	125774	14130
899	125932	13992
900	126042	13849
901	126196	13710
902	126320	13569
903	126428	13426
904	126557	13285
905	126684	13143
906	126836	13005
907	126980	12865
908	127133	12727
909	127266	12586
910	127407	12447
911	127531	12305
912	127661	12164
913	127780	12023
914	127907	11882
915	128049	11742
916	128200	11603
917	128328	11462
918	128471	11323
919	128597	11182
920	128721	11041
921	128855	10901
922	128995	10761
923	129145	10622
924	129255	10480
925	129414	10341
926	129567	10203
927	129703	10063
928	129847	9923
929	130015	9786
930	130170	9647
931	130365	9511
932	130530	9373
933	130704	9236
934	130885	9099
935	131059	8961
936	131245	8824
937	131451	8688
938	131633	8551
939	131878	8417
940	132046	8279
941	132273	8144
942	132411	8003
943	132629	7867
944	132770	7727
945	132968	7590
946	133248	7457
947	133377	7316
948	133582	7178
949	133719	7037
950	133852	6896
951	133985	6755
952	134104	6613
953	134254	6473
954	134389	6332
955	134538	6192
956	134752	6054
957	134963	5916
958	135129	5777
959	135258	5635
960	135394	5494
961	135532	5353
962	135682	5213
963	135859	5073
964	136002	4932
965	136164	4792
966	136301	4651
967	136431	4510
968	136586	4369
969	136744	4229
970	136907	4088
971	137085	3948
972	137298	3809
973	137454	3669
974	137624	3528
975	137768	3387
976	137909	3246
977	138116	3106
978	138338	2967
979	138507	2826
980	138686	2686
981	138832	2544
982	139006	2403
983	139147	2262
984	139283	2121
985	139417	1979
986	139563	1838
987	139727	1697
988	139862	1555
989	140000	1414
990	140146	1272
991	140282	1131
992	140426	989
993	140594	848
994	140709	707
995	140826	565
996	140952	424
997	141072	282
998	141182	141
999	141333	0
