iter	Logloss
0	0.5099590321
1	0.3843446929
2	0.3002551993
3	0.2457911982
4	0.2057724799
5	0.1790685025
6	0.1602804202
7	0.1461919348
8	0.1365398945
9	0.1298072573
10	0.124394502
11	0.119878661
12	0.1164318444
13	0.1140922799
14	0.1120621555
15	0.1103768389
16	0.1092499858
17	0.108226505
18	0.1069630857
19	0.105995973
20	0.1052300623
21	0.1044466651
22	0.1039958624
23	0.1033746111
24	0.1028856353
25	0.1024932405
26	0.1020290343
27	0.1017514229
28	0.101276586
29	0.10078505
30	0.1005203204
31	0.100249452
32	0.0999977373
33	0.09960697707
34	0.09917204053
35	0.09890728151
36	0.09858961287
37	0.09836945148
38	0.09814918782
39	0.09804020929
40	0.09777289475
41	0.09759131821
42	0.097345472
43	0.09716138745
44	0.0968522544
45	0.09648524188
46	0.09631406749
47	0.09615650561
48	0.09597312024
49	0.09581997836
50	0.09569431505
51	0.09557068612
52	0.09543118073
53	0.09507957016
54	0.09481168384
55	0.09466793126
56	0.09445310641
57	0.09433905056
58	0.09421683732
59	0.09409397464
60	0.09394938748
61	0.09374922842
62	0.09352129152
63	0.09340690355
64	0.09328424828
65	0.09317100787
66	0.09300658642
67	0.09282534411
68	0.09263181658
69	0.09243284777
70	0.09226948394
71	0.09209559068
72	0.09195035655
73	0.09185422403
74	0.09174893774
75	0.09162338887
76	0.09153572751
77	0.09145282614
78	0.09136798216
79	0.09119731153
80	0.09108051106
81	0.0909185339
82	0.09079939378
83	0.09066578005
84	0.09059411884
85	0.09049805598
86	0.09042879799
87	0.09029452636
88	0.09021316923
89	0.09011577242
90	0.08998533418
91	0.08990823533
92	0.08977079781
93	0.08962891274
94	0.0895117892
95	0.08945509496
96	0.08931295025
97	0.0891319804
98	0.08901718854
99	0.08891132214
100	0.08878148193
101	0.08862814648
102	0.08852711289
103	0.08842925736
104	0.088361314
105	0.08818683766
106	0.08810637759
107	0.08801642009
108	0.08794789206
109	0.08789399725
110	0.08782599088
111	0.08772219282
112	0.08761301279
113	0.08754885695
114	0.08741885907
115	0.08730946608
116	0.0872093609
117	0.0871280308
118	0.08700755488
119	0.08689792448
120	0.08676219676
121	0.08666882857
122	0.08661077591
123	0.08649683466
124	0.08634474936
125	0.08621728545
126	0.08620257124
127	0.08613081187
128	0.08607101648
129	0.08596589169
130	0.08595630407
131	0.08591368972
132	0.08582275745
133	0.08570070763
134	0.08561460143
135	0.08559022016
136	0.08549670076
137	0.08538192869
138	0.08533502893
139	0.08530761184
140	0.0853049029
141	0.08523950171
142	0.08517545805
143	0.08511195077
144	0.08503155752
145	0.08500254571
146	0.08488094508
147	0.08483804907
148	0.08483575993
149	0.08479642393
150	0.08466196361
151	0.08459288698
152	0.08453176841
153	0.08446200091
154	0.08438040899
155	0.08430915204
156	0.08415735804
157	0.08407819229
158	0.0840139863
159	0.08394376457
160	0.08390657025
161	0.08380609444
162	0.08370739882
163	0.0835518683
164	0.08353308897
165	0.08346979496
166	0.08340085225
167	0.08331663373
168	0.08324595259
169	0.08318805473
170	0.08313535166
171	0.08306057306
172	0.08298562351
173	0.08295621564
174	0.08292250768
175	0.08283147955
176	0.08278443197
177	0.08274566332
178	0.08270010939
179	0.08262235727
180	0.08256665238
181	0.08250760251
182	0.08244985314
183	0.08239349112
184	0.08235151394
185	0.08227827168
186	0.08219267159
187	0.08217237074
188	0.08211739172
189	0.08203967928
190	0.08199055981
191	0.08194806876
192	0.08193634324
193	0.08184556917
194	0.08175303227
195	0.08163458448
196	0.08156683485
197	0.08151112088
198	0.08144335391
199	0.08138850571
200	0.0813659831
201	0.08128879842
202	0.08123945329
203	0.08119734724
204	0.08115191229
205	0.08104276888
206	0.08099218254
207	0.0809253494
208	0.08079864236
209	0.08070187145
210	0.0806528036
211	0.08059704098
212	0.0805480492
213	0.08046791893
214	0.08039854399
215	0.08033171062
216	0.08027543872
217	0.0802487106
218	0.08016582989
219	0.0800795534
220	0.08003522483
221	0.07999478858
222	0.07994313789
223	0.07990495991
224	0.07982963173
225	0.07979344117
226	0.07976969518
227	0.07970444377
228	0.07965646383
229	0.07960085587
230	0.07951305676
231	0.07947532495
232	0.0794277356
233	0.07941461397
234	0.07936475676
235	0.07932190047
236	0.07926116616
237	0.07921199856
238	0.07913239311
239	0.07907193146
240	0.07903584265
241	0.07899536697
242	0.07895054306
243	0.07892036413
244	0.07889231608
245	0.0788169078
246	0.07873686187
247	0.0787054892
248	0.07866868647
249	0.07858110078
250	0.07851760613
251	0.07849370363
252	0.07845353002
253	0.07839602872
254	0.07835190377
255	0.07831251561
256	0.07827972572
257	0.07821736512
258	0.07814869902
259	0.07810743117
260	0.07810445174
261	0.07806356599
262	0.07801725663
263	0.0779995017
264	0.07795162426
265	0.07790932533
266	0.07786740964
267	0.07779278713
268	0.07776542242
269	0.07772186649
270	0.07770937629
271	0.07766579591
272	0.07762410158
273	0.07755804193
274	0.07752711244
275	0.07750245724
276	0.07747559236
277	0.07743056173
278	0.07736493104
279	0.07732010104
280	0.07727419058
281	0.07721516723
282	0.07716881412
283	0.07715361519
284	0.07711535303
285	0.07706509913
286	0.07696168199
287	0.07693520359
288	0.07689321961
289	0.07686980226
290	0.076806406
291	0.07673999699
292	0.07670166457
293	0.07666151575
294	0.07662109585
295	0.07657838437
296	0.07655679975
297	0.07653556347
298	0.07649445683
299	0.07646904795
300	0.07640315032
301	0.07639139687
302	0.07633628773
303	0.07631122543
304	0.07626555433
305	0.0762245836
306	0.07621270128
307	0.07619507003
308	0.07616387078
309	0.07609482336
310	0.076037768
311	0.07602298715
312	0.07596613122
313	0.07594791398
314	0.07589537164
315	0.07583550745
316	0.07579205567
317	0.07576300542
318	0.07571349665
319	0.07567661176
320	0.07565436001
321	0.07560002631
322	0.07550604983
323	0.07547191995
324	0.07542444715
325	0.07537657005
326	0.0753286775
327	0.07529924399
328	0.07523010042
329	0.07516273107
330	0.0751242324
331	0.0750646601
332	0.07501890916
333	0.07497341439
334	0.07497062163
335	0.07493252716
336	0.07490498452
337	0.07484517156
338	0.07478841977
339	0.07474831173
340	0.07472198745
341	0.07469105911
342	0.07464437583
343	0.07459332279
344	0.07457352068
345	0.07453958801
346	0.07449858099
347	0.07442456121
348	0.07437399429
349	0.0743299402
350	0.07429353583
351	0.07425357528
352	0.07423087142
353	0.07420177947
354	0.07417648777
355	0.07412339759
356	0.0740873757
357	0.07406130361
358	0.074031911
359	0.07400900619
360	0.07396470796
361	0.07390632275
362	0.07387701887
363	0.07384624556
364	0.07382321034
365	0.07378244335
366	0.07376546174
367	0.07371912056
368	0.07367759755
369	0.07363324199
370	0.07360479806
371	0.07353750977
372	0.07347662234
373	0.07344317403
374	0.07341461025
375	0.07337254032
376	0.07334109014
377	0.07331679884
378	0.07327318852
379	0.07321940961
380	0.07319473624
381	0.07311723944
382	0.07309605832
383	0.07303344714
384	0.07296946237
385	0.07290441395
386	0.0728863292
387	0.07284592384
388	0.07279430198
389	0.07271118686
390	0.07264563734
391	0.07259090401
392	0.0725750983
393	0.07254696561
394	0.07251877197
395	0.07249066111
396	0.0724590826
397	0.07244254742
398	0.07241535539
399	0.07237915282
400	0.07237770489
401	0.07232929336
402	0.07229573387
403	0.0722643617
404	0.07223946416
405	0.07220300311
406	0.07218789805
407	0.07214579895
408	0.0720976165
